"version","generator","osm3s__timestamp_osm_base","osm3s__copyright","elements__type","elements__id","elements__nodes__001","elements__nodes__002","elements__nodes__003","elements__nodes__004","elements__nodes__005","elements__nodes__006","elements__nodes__007","elements__nodes__008","elements__nodes__009","elements__nodes__010","elements__nodes__011","elements__nodes__012","elements__nodes__013","elements__lat","elements__lon","elements__tags__addr:housename","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:province","elements__tags__addr:street","elements__tags__air_conditioning","elements__tags__addr:unit","elements__tags__alt_name","elements__tags__amenity","elements__tags__attribution","elements__tags__contact:phone","elements__tags__building","elements__tags__canvec:CODE","elements__tags__canvec:UUID","elements__tags__building:levels","elements__tags__brewery","elements__tags__capacity","elements__tags__brand","elements__tags__brand:wikidata","elements__tags__brand:wikipedia","elements__tags__brand:website","elements__tags__contact:facebook","elements__tags__bar","elements__tags__check_date","elements__tags__check_date:opening_hours","elements__tags__diet:vegan","elements__tags__diet:vegetarian","elements__tags__cuisine","elements__tags__disused","elements__tags__diet:halal","elements__tags__fixme","elements__tags__disused:amenity","elements__tags__drive_through","elements__tags__indoor_seating","elements__tags__disused:shop","elements__tags__highchair","elements__tags__llbo","elements__tags__level","elements__tags__email","elements__tags__delivery","elements__tags__internet_access","elements__tags__diet:gluten_free","elements__tags__name","elements__tags__name:zh","elements__tags__name:en","elements__tags__official_name","elements__tags__opening_hours","elements__tags__roof:levels","elements__tags__payment:american_express","elements__tags__payment:cash","elements__tags__payment:discover_card","elements__tags__payment:interac","elements__tags__payment:credit_cards","elements__tags__payment:debit_cards","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__outdoor_seating","elements__tags__phone","elements__tags__reservation","elements__tags__shop","elements__tags__source","elements__tags__twitter","elements__tags__smoking","elements__tags__toilets","elements__tags__toilets:wheelchair","elements__tags__takeaway","elements__tags__url","elements__tags__website","elements__tags__website:menu","elements__tags__website:en","elements__tags__website:fr","elements__tags__wheelchair"
"","","","","node","11930941919","","","","","","","","","","","","","","43.4788208","-80.5265754","","Waterloo","","318","N2L 0E9","","Spruce Street","","104","","restaurant","","","","","","","","","","","","","","","","","","","thai","","","","","","","","","","","","","","","Mimo Thai Kitchen","","","","Mo 12:00-15:15,17:00-20:00; Tu,Sa 12:00-15:15,17:00-21:00; We,Th,Fr 11:30-15:15,17:00-21:00","","","","","","","","","","","+1 (226) 647-8866","","","","","","","","yes","","https://mimo-thaikitchen.com","https://www.mimo-thaikitchen.com/menus","","",""
"","","","","way","39606008","474770411","5076401360","5076401361","11929070214","474770414","474770411","","","","","","","","","","","","","160","N2L 3E9","","University Avenue West","","17A","","restaurant","","","retail","","","1","","","","","","","","","","","","","chicken;pizza","","","","","","","","","","","info@roosterschicken.ca","","","","Rooster's Fried Chicken","","","","Mo-Su 00:00-01:00,11:00-24:00","","","","","","","","","","yes","+1-519-954-3434","","","","","","","","","","https://roosterschicken.ca/","","","","yes"
"","","","","way","39606010","474770413","474770412","474770415","474770416","474770413","","","","","","","","","","","","","","160","","","University Avenue West","","16","","restaurant","","","retail","","","1","","","","","","","","","","","","","indian","","only","","","","","","","","","","","","","Aunty's Kitchen","","","","Mo-Sa 11:30-23:00, Su 13:00-22:00","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"","","","","way","39606011","474770417","474770418","474770419","474770420","474770417","","","","","","","","","","","","","","","","","","","","","restaurant","","","retail","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","","","","Yu Xiao Shan","","","","Mo-Su 11:00-21:30","","","","","","","","","","","5192082988","","","","","","","","","","","","","","no"
"","","","","way","39606013","474770420","474770419","474770421","474770422","474770420","","","","","","","","","","","","","","160","","","Phillip Street","","","","restaurant","","","retail","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","","","","Northern Chinese Restaurant","","","","Mo-Su 11:00-21:00","","","","","","","","","","","","","","","","","","","","","","","","","no"
"","","","","way","39606014","474770422","474770421","474770423","474770424","474770422","","","","","","","","","","","","","","160","N2L 3E9","","University Avenue West","","20","","restaurant","","","retail","","","1","","","","","","","","","","","","yes","indian","","only","","","","","","","","","","","","","Kismet","","","","Mo-Sa 12:00-22:00","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"","","","","way","39606017","474770423","474770421","474770419","474770418","474770429","474770432","474770430","474770423","","","","","","","","","","","160","N2L 3E9","","University Avenue West","","19","","restaurant","","","retail","","","1","","","","","","","","","","","","","hotpot;chinese","","","","","","","","","","","","","","","Morals Village","","","","Mo-Su 12:00-23:00","","","","","","","","","","no","","","","","","no","","","yes","","","","","",""
"","","","","way","39606021","474770437","474770435","474770436","474770434","474770437","","","","","","","","","","","","","","","","","","","","","restaurant","","","retail","","","","","","","","","","","","","","","","asian","","","","","","","","","","","","","","","Home Garden","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","way","39606023","474770440","474770437","474770434","474770438","474770440","","","","","","","","","","","","","","","","","","","","","restaurant","","","retail","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","yes","","","Yummy Chongqin","","","","Mo-Fr 11:30-21:30; Sa-Su 12;00:00-21:30","","","","","","","","","","no","","","","","","","","","yes","","","","","","no"
"","","","","way","39606026","474770441","474770440","474770438","474770439","474770441","","","","","","","","","","","","","","","","","","yes","7","","restaurant","","","retail","","","","","","","","","","","","","","","","korean","","","","","","","","","","","","yes","","","Nuri Village","","","","Mo-Tu 11:00-22:00; We-Su 11:00-00:00","","","","","","","","","","no","","","","","","","","","","","","","","",""
"","","","","way","39606029","474770447","474770446","474770442","474770444","474770443","474770445","474770447","","","","","","","","","","","","","","","","yes","4","","restaurant","","","retail","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","yes","","","Shinwa Asian Cuisine","","","","Mo-Sa 11:00-23:00; Su 12:00-11:00","","","","","","","","","","no","+1-519-588-7777","","","","","","yes","","yes","","http://www.shinwa.ca","http://www.shinwa.ca/images/2023_09_09_online.jpg","","","no"
"","","","","way","39606041","474770462","474770461","474770459","474770476","474770462","","","","","","","","","","","","","","","","","","","","","restaurant","","","retail","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","","","","Waterloo Star","","","","","","","","","","","","","","","","","","","","","","","","","","","","","limited"
"","","","","way","39606043","474770461","11922773766","11922773768","474770459","474770461","","","","","","","","","","","","","","","","","","yes","","","restaurant","","","retail","","","","","","","","","","","no","","","","","asian","","","","","","","","","","","","","","","Yunshang Rice Noodle","","","","Mo-Su 11:00-21:00","","","","","","no","","","","no","(519) 208-0988","","","","","","","","yes","","https://yunshang.ca","","","","limited"
"","","","","way","39606050","474770473","474770467","474770458","474770475","474770473","","","","","","","","","","","","","","","","","","","","","restaurant","","","retail","","","","","","","","","","","","","","","","chinese","","","","","","","","","","","","yes","","","Fantastic Wok!","","","","","","","","","","","","","","no","","","","","","no","","","yes","","","","","","limited"
"","","","","way","39606063","474770503","474770502","474770504","474770505","474770503","","","","","","","","","","","","Waterloo","","170","N2L 3E9","","University Avenue West","","11","","restaurant","","","retail","","","1","","","","","","","","","","","","","korean","","","","","","","","","","","","yes","","","Sowon","","","","Mo-Su 09:00-21:00","","","","","","","","","","","","","","","","","","","yes","","","","","","no"
"","","","","way","43352679","545312367","8881878720","8881878719","545312373","545312375","545312370","8881878721","8881878722","545312367","","","","","","","","","","","","","","","","","restaurant","Natural Resources Canada","","industrial","2010252","","","","","","","","","","","","","","","","","","temporary pop-up shopt for summer 2020, slated for new development","","","","","","","","","","","","Workshop 660","","","","","","","","","","","","","","","","","","CanVec_Import_2009","","","","","","","","","","",""
"","","","","way","43352689","545312510","545312501","545312500","2069308276","2069308277","545312506","2069308274","545312503","2069308275","545312504","545312507","545312511","545312510","","","","","","","","","","","","","restaurant","Natural Resources Canada","","yes","2010252","","","","","East Side Mario's","Q5329375","en:East Side Mario's","","","","","","","","italian","","","","","","","","","","","","","","","East Side Mario's","","","","","","","","","","","","","","","","","","CanVec_Import_2009","","","","","","","","","","",""
"","","","","way","43352739","545312925","8538075202","8538075201","8538075200","8538075203","545312926","545312922","545312924","545312931","545312932","545312929","545312928","545312925","","","","","","","","","","","","","restaurant","Natural Resources Canada","","yes","2010252","165d80b43e0447b191ac191c96823c6a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Golf's Steakhouse & Seafood","","","","","","","","","","","","","","","","","","CanVec_Import_2009","","","","","","","","","","",""
"","","","","way","67379260","813738500","813737633","813737818","813737960","813738500","","","","","","","","","","","","","","525","","","Highland Road West","","","","restaurant","","","yes","","","","","","Swiss Chalet","Q2372909","en:Swiss Chalet","","","","","","","","chicken","","","","","","","","","","1","","","","","Swiss Chalet","","","","","","","","","","","","","","","","","","CanVec 6.0 - NRCan","","","","","","","https://www.swisschalet.com/en/locations/1727/kitchener-highland-road-w.html","","","",""
"","","","","way","67790606","818473109","1573067224","2345119234","818471651","818471911","818472169","2345119229","818473109","","","","","","","","","Kitchener","","574","N2K 1M3","","Lancaster Street West","","","","restaurant","","","retail","","","","","","","","","","","","","","","","barbecue","","","","","","","","","","","","","","","Lancaster Smokehouse","","","","","","","","","","","","","","","","","","","","","","","","","https://lancsmokehouse.com/","","","",""
"","","","","way","67791818","4923588025","818512999","9205390560","818512671","818512334","818512855","818512531","4923588025","","","","","","","","","Kitchener","","1120","N2B 3T2","","Victoria Street North","","","","restaurant","","","retail","","","1","","","Casey's","","","","https://www.facebook.com/CaseysGrillBarVictoria/","","","","","","regional","","","","","","","","","","","","","","","Casey's","","","","","","","","","","","","","","","","","","CanVec 6.0 - NRCan","","","","","","","http://caseyskitchener.ca/","","","",""
"","","","","way","68309060","822430520","822429309","822430322","822428980","822429155","822429418","822430520","","","","","","","","","","","","","","","","","","","restaurant","","","commercial","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bing","","","","","","","","","","",""
"","","","","way","109829649","1256307062","1256307145","1256306996","1256307000","1256307132","1256307108","1256307110","1256306981","1256307062","","","","","","","","","","83","N2L 6C2","","Erb Street West","","2","Sole Restaurant & Wine Bar","restaurant","","","retail","","","","","","","","","","","","2023-04-25","","","","mediterranean","","","","","","","","","","","","","","","Sole","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sole.ca/","","","","yes"
"","","","","way","133940762","1473803272","1473803246","1473803255","1473803235","1473803215","1473803211","1473803173","1473803178","1473803179","1473803198","1473803203","1473803261","1473803272","","","","","","","","","","","","","restaurant","","","retail","","","","","","Swiss Chalet","Q2372909","en:Swiss Chalet","","","","","","","","chicken","","","","","","","","","","","","","","","Swiss Chalet","","","","","","","","","","","","","","","","","","Bing","","","","","","","http://swisschalet.ca","","","","yes"
"","","","","way","143670595","1572288345","1572288336","1572288333","1572288339","1572288345","","","","","","","","","","","","","","","","","","","","","restaurant","","","yes","","","","","","","","","","","","2023-10-10","","","","","","","","","","","","","","","","","","","Crabby Joe's Bar and Grill","","","","","","","","","","","","","","","","","","Bing","","","","","","","","","","",""
"","","","","way","145385966","1587995928","1587995918","2068839323","2068839331","2068839321","2068839308","1587995924","1587995941","1587995928","","","","","","","","","","446","","","Highland Road West","","","","restaurant","","","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chuck's Roadhouse","","","","Su-Th 11:00-00:00; Fr-Sa 11:00-01:00","","","","","","","","","","","+1-519-954-8222","","","","","","","","","","https://www.chucksroadhouse.com","","","",""
"","","","","way","149313121","1623098208","1623098209","1623098214","1623098212","1623098208","","","","","","","","","","","","Kitchener","","297","","","Victoria Street North","","","","restaurant","","","yes","","","","","","","","","","","","2024-02-26","","","","","","","","","","","","","","","","","","","Jimmy's Lunch","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
